unique_identity,lig_sasa,rec_sasa,com_sasa,del_sasa
2aac,3.283369541168213,153.0994415283203,152.2615966796875,4.1212158203125
4aci,3.3328957557678223,164.559326171875,163.50233459472656,4.389892578125
4uru,4.608944892883301,291.1823425292969,290.920166015625,4.871124267578125
4ury,4.384828567504883,292.040771484375,290.5360412597656,5.889556884765625
4x11,4.862846374511719,319.78472900390625,319.49505615234375,5.15252685546875
5fsb,4.006540298461914,233.22711181640625,233.46835327148438,3.7653045654296875
5hcl,2.6386921405792236,79.7906494140625,78.81002807617188,3.6193161010742188
5jqb,4.4159932136535645,220.03060913085938,218.34100341796875,6.1056060791015625
1ajp,3.3649959564208984,284.5926513671875,283.55859375,4.3990478515625
2igv,3.8564231395721436,78.43138122558594,78.23065948486328,4.0571441650390625
3ao5,4.487407684326172,128.7699432373047,127.29656982421875,5.960784912109375
1rdl,3.471461534500122,113.42042541503906,114.3294677734375,2.5624160766601562
2ay8,3.5536017417907715,286.27020263671875,284.93902587890625,4.884765625
2os9,3.3286185264587402,206.86566162109375,207.16912841796875,3.025146484375
5f6v,3.786153554916382,88.49720764160156,87.97702026367188,4.306343078613281
5m9w,6.840859413146973,126.97956848144531,125.99458312988281,7.8258514404296875
5nzo,3.841870069503784,153.56100463867188,152.3922576904297,5.0106201171875
1ukt,8.222342491149902,232.74330139160156,230.7894287109375,10.17620849609375
1ew8,2.6223082542419434,274.5791015625,274.27325439453125,2.92816162109375
3ao1,2.9810245037078857,127.64906311035156,126.6822738647461,3.9478073120117188
4eh9,5.369294166564941,168.39120483398438,166.07696533203125,7.68353271484375
4np2,4.665119171142578,76.88348388671875,76.42039489746094,5.128204345703125
5v6u,4.7366461753845215,177.51882934570312,176.47348022460938,5.7819976806640625
1hge,5.130237579345703,567.0897216796875,567.1270751953125,5.0928955078125
1uto,3.3054285049438477,91.27014923095703,90.56982421875,4.0057525634765625
4ahu,3.240053176879883,148.31272888183594,147.28070068359375,4.2720794677734375
4mfe,2.493941068649292,906.6536865234375,905.9906005859375,3.15704345703125
1ps3,3.9088094234466553,352.9794921875,352.31097412109375,4.57733154296875
2rjs,4.145935535430908,538.4859008789062,537.4529418945312,5.17889404296875
3fu0,3.9848408699035645,234.89700317382812,233.47979736328125,5.4020538330078125
3ip8,3.3405067920684814,92.18544006347656,91.14616394042969,4.379783630371094
2ay1,3.569650650024414,287.73541259765625,286.67724609375,4.6278076171875
4ddk,3.2157325744628906,236.73683166503906,235.86607360839844,4.08648681640625
4ehv,5.099978446960449,168.02947998046875,165.58071899414062,7.548736572265625
5fnj,3.8909411430358887,119.28485107421875,118.31111145019531,4.864677429199219
1jdj,3.055476427078247,268.02667236328125,267.5277099609375,3.554443359375
1n1g,3.3022918701171875,272.5884094238281,272.2016906738281,3.688995361328125
1o4g,4.051473617553711,64.651123046875,64.2676010131836,4.43499755859375
1uxa,6.588915824890137,211.11660766601562,212.58416748046875,5.1213531494140625
1w1p,3.2544949054718018,203.2210693359375,202.4466552734375,4.0289154052734375
2ay7,3.6241865158081055,287.8150634765625,286.6883850097656,4.7508544921875
2hdu,3.446551561355591,149.87704467773438,149.85946655273438,3.4641265869140625
2xix,2.5197625160217285,130.53099060058594,129.68138122558594,3.3693695068359375
2xlc,3.3224966526031494,669.5618896484375,669.1995849609375,3.684814453125
3kgq,3.348971366882324,117.04942321777344,116.2292251586914,4.169166564941406
3mhw,3.1467089653015137,114.67979431152344,113.834228515625,3.9922714233398438
3pcg,3.2673676013946533,932.4039916992188,931.5383911132812,4.13299560546875
3rv4,5.778975486755371,335.4236145019531,333.5932922363281,7.609283447265625
4b6e,3.0186612606048584,510.2171325683594,509.306884765625,3.92889404296875
4e3d,3.063492774963379,119.41166687011719,118.53473663330078,3.9404220581054688
4g0y,5.239711284637451,80.6373291015625,80.54695129394531,5.330085754394531
4jsz,3.183565616607666,118.03314208984375,117.59314727783203,3.6235580444335938
4led,3.2887678146362305,122.63557434082031,122.57128143310547,3.353057861328125
4wh7,3.002671003341675,96.91228485107422,96.15199279785156,3.7629623413085938
5enc,4.017380714416504,85.30339050292969,84.25102233886719,5.0697479248046875
5eni,4.107592582702637,83.63569641113281,82.89297485351562,4.850311279296875
5enj,4.048696041107178,84.02272033691406,82.9263916015625,5.145027160644531
5g42,3.6481714248657227,126.94666290283203,125.5865707397461,5.008262634277344
6gmq,3.8361704349517822,170.11367797851562,169.31277465820312,4.6370697021484375
1m0o,5.613953590393066,494.5555419921875,492.60504150390625,7.564453125
4y0a,3.3623762130737305,94.12883758544922,93.33535766601562,4.155853271484375
5mz8,2.698289394378662,341.57684326171875,341.1727294921875,3.1024169921875
2qve,3.822394371032715,538.4212646484375,537.462646484375,4.781005859375
5aol,3.576775312423706,105.22749328613281,103.85516357421875,4.949104309082031
1z6d,5.002670764923096,71.45355224609375,71.25127410888672,5.204948425292969
4iie,3.3281948566436768,515.72412109375,514.9484252929688,4.1038818359375
5elf,9.256033897399902,203.31057739257812,205.50537109375,7.0612335205078125
1qi0,5.374224662780762,113.57272338867188,113.5919189453125,5.3550262451171875
3gtc,4.0199079513549805,147.81671142578125,147.2310791015625,4.6055450439453125
4k3k,4.970527172088623,331.6961669921875,331.4120788574219,5.254608154296875
4y3y,3.2687597274780273,133.0374755859375,131.886474609375,4.4197540283203125
1o4j,4.210641384124756,64.53596496582031,65.29448699951172,3.452117919921875
3g2z,3.5247011184692383,107.49354553222656,107.14810180664062,3.870147705078125
5fsc,4.380865573883057,233.6376190185547,234.17420959472656,3.844268798828125
4jck,5.258735656738281,73.99834442138672,74.80213165283203,4.454948425292969
6rnt,5.103551864624023,54.423484802246094,54.46440124511719,5.0626373291015625
3f6e,8.060993194580078,590.2713623046875,587.3057250976562,11.026611328125
4aj2,3.2940874099731445,422.61688232421875,421.6831970214844,4.227783203125
1f73,5.3499321937561035,403.5100402832031,402.5235290527344,6.336456298828125
1nwl,7.765681743621826,132.65322875976562,131.8499755859375,8.568939208984375
4nyt,3.517789125442505,242.95852661132812,244.09353637695312,2.382781982421875
4tya,3.3668272495269775,229.59320068359375,228.95262145996094,4.0074005126953125
2wi1,3.9811291694641113,106.75306701660156,105.04576110839844,5.688438415527344
3dxg,4.590286731719971,70.60954284667969,70.31245422363281,4.8873748779296875
3l7b,4.543402194976807,562.5466918945312,560.606201171875,6.48388671875
3pcb,2.98290753364563,935.0762939453125,934.2593383789062,3.79986572265625
3t2t,6.109682559967041,124.30158996582031,123.98675537109375,6.4245147705078125
4u5l,6.1074934005737305,190.36944580078125,190.5046844482422,5.972259521484375
4y38,3.989701747894287,132.78726196289062,131.3885498046875,5.3884124755859375
4zsm,3.542144775390625,167.87286376953125,167.17144775390625,4.243560791015625
1o4r,3.9674222469329834,65.10429382324219,64.46124267578125,4.6104736328125
2wsx,3.2602763175964355,566.9915771484375,565.590576171875,4.6612548828125
4u5s,10.005084991455078,192.42645263671875,192.28297424316406,10.1485595703125
4u5o,6.243847370147705,191.30914306640625,191.44729614257812,6.1056976318359375
5os3,4.050632476806641,133.96470642089844,132.63418579101562,5.3811492919921875
1o4h,4.135014533996582,64.09002685546875,64.12594604492188,4.099098205566406
1oba,2.9634592533111572,169.13052368164062,168.76705932617188,3.3269195556640625
1t4s,2.9074387550354004,335.70166015625,334.7306823730469,3.87841796875
2i2b,4.203217029571533,412.9149475097656,411.9106140136719,5.207550048828125
2xiy,3.3130886554718018,131.15802001953125,130.0730743408203,4.398040771484375
3ked,2.876225233078003,327.26275634765625,326.68017578125,3.45880126953125
3l7c,4.605591773986816,565.2841796875,563.4542846679688,6.43548583984375
3mjl,2.3566854000091553,326.5745544433594,325.81134033203125,3.119903564453125
4d62,4.82047700881958,163.73260498046875,164.01873779296875,4.5343475341796875
1gbq,17.769088745117188,42.71855926513672,49.97776794433594,10.509880065917969
1o4o,3.232576847076416,64.802001953125,65.25726318359375,2.777313232421875
2aez,6.5583367347717285,192.1937255859375,191.57147216796875,7.1805877685546875
3l79,4.503201484680176,563.4597778320312,561.6856079101562,6.27734375
4ah9,4.881659507751465,150.4600830078125,149.09063720703125,6.2510986328125
4ddm,3.2066190242767334,234.65530395507812,233.4597625732422,4.40216064453125
4eh6,4.101375102996826,170.78721618652344,169.30612182617188,5.5824737548828125
4x8u,3.5910255908966064,140.94833374023438,140.12416076660156,4.415191650390625
5aqh,3.565058708190918,239.8014373779297,239.0059814453125,4.3605194091796875
1tok,2.623404026031494,287.5339660644531,286.87518310546875,3.282196044921875
1utl,3.5924875736236572,95.9686279296875,95.1900405883789,4.3710784912109375
3rik,3.916682481765747,186.43588256835938,185.3723602294922,4.9802093505859375
4gne,10.942680358886719,69.0057373046875,69.31732177734375,10.631095886230469
4y4j,3.705662727355957,132.92388916015625,131.75103759765625,4.878509521484375
5dv4,8.16816520690918,152.3007049560547,149.22140502929688,11.247467041015625
5jal,3.873037576675415,157.0311737060547,155.17947387695312,5.7247314453125
6fhq,3.3648018836975098,48.80601501464844,48.316497802734375,3.854320526123047
1gyx,2.8152010440826416,82.74077606201172,82.21818542480469,3.3377914428710938
4u5n,9.085838317871094,187.84767150878906,187.34951782226562,9.583984375
4ze6,3.7116429805755615,132.98348999023438,131.6901397705078,5.0049896240234375
5mn1,2.5894837379455566,91.49281311035156,90.75021362304688,3.3320846557617188
5mnb,2.5911648273468018,92.81370544433594,92.10636901855469,3.2985000610351562
5mnx,2.568258285522461,94.28178405761719,93.60594177246094,3.2441024780273438
5mon,2.5926871299743652,92.78264617919922,92.05946350097656,3.3158721923828125
1o4q,3.6998300552368164,65.0296401977539,64.62095642089844,4.108512878417969
4efk,3.499910831451416,240.47293090820312,239.251953125,4.72088623046875
4ej2,6.631196022033691,564.099365234375,561.56640625,9.1641845703125
4kz7,3.5513298511505127,150.33383178710938,149.30239868164062,4.582763671875
1ai4,3.4031314849853516,285.6968994140625,284.61566162109375,4.484375
3g30,4.199970245361328,106.46380615234375,105.88052368164062,4.7832489013671875
4ctj,3.225189685821533,128.50747680664062,129.39694213867188,2.335723876953125
1rq2,3.378638982772827,236.98953247070312,236.71817016601562,3.649993896484375
1wdr,5.20998477935791,184.5203857421875,182.40432739257812,7.3260498046875
3ad7,2.5713531970977783,543.119140625,542.4596557617188,3.2308349609375
3bf1,6.1043806076049805,211.12396240234375,210.29107666015625,6.9372711181640625
3fq7,5.598153114318848,243.8120880126953,241.8476104736328,7.5626373291015625
3gr2,3.6903929710388184,146.4501953125,145.69798278808594,4.4426116943359375
3mfv,3.8819355964660645,326.5929870605469,325.5838317871094,4.891082763671875
4e3f,2.9843943119049072,119.37757110595703,118.4613037109375,3.900665283203125
4g0q,5.006675720214844,80.11015319824219,79.93362426757812,5.183204650878906
4urz,4.512657642364502,295.405517578125,293.5301513671875,6.388031005859375
5f6d,4.026618480682373,87.65522766113281,87.35411071777344,4.327735900878906
5f6u,5.041165351867676,87.72586059570312,87.35498046875,5.41204833984375
4hj2,9.26723861694336,196.9336700439453,194.173583984375,12.027328491210938
1il3,3.13759183883667,126.22196960449219,125.6231689453125,3.73638916015625
1kf0,6.732989311218262,186.56396484375,185.08255004882812,8.214401245117188
3b3s,3.182141065597534,104.97144317626953,104.03477478027344,4.118812561035156
3ovn,3.7050952911376953,132.50741577148438,131.46527099609375,4.7472381591796875
5eif,3.250962018966675,127.32041931152344,128.0965576171875,2.474822998046875
5n53,4.00081205368042,154.28985595703125,152.94500732421875,5.3456573486328125
5os0,4.57152795791626,135.926025390625,134.61666870117188,5.880889892578125
1gwv,5.250982284545898,130.03269958496094,129.11859130859375,6.1650848388671875
2ria,3.7751200199127197,195.94122314453125,196.15310668945312,3.563232421875
2wq4,3.6984126567840576,149.5267333984375,149.28591918945312,3.9392242431640625
3kgp,3.3736653327941895,110.60865783691406,109.84019470214844,4.142127990722656
5v4q,3.375565767288208,194.16629028320312,193.49542236328125,4.0464324951171875
2ay5,3.817296266555786,290.54840087890625,289.3759765625,4.989715576171875
2jst,2.5820178985595703,89.80711364746094,89.14088439941406,3.2482452392578125
3gvb,3.9316835403442383,147.58627319335938,146.1851043701172,5.332855224609375
4o3a,2.8712410926818848,238.0897979736328,237.56219482421875,3.3988494873046875
4o3c,2.8733606338500977,237.75889587402344,237.2665557861328,3.3657073974609375
4wef,5.035220146179199,317.61834716796875,316.26055908203125,6.39300537109375
5tpb,4.871049880981445,183.03005981445312,183.1064453125,4.7946624755859375
1o4p,3.4973762035369873,65.3315200805664,65.04939270019531,3.7795028686523438
2c4v,3.3398900032043457,153.0669403076172,152.48348999023438,3.92333984375
2r5a,3.9225354194641113,112.59608459472656,112.49615478515625,4.022468566894531
3gwv,5.611713886260986,196.68606567382812,194.55239868164062,7.7453765869140625
3rxf,2.579888343811035,91.88157653808594,91.20867919921875,3.2527847290039062
4up5,3.5977954864501953,52.023529052734375,51.6226921081543,3.9986305236816406
5g46,3.7700679302215576,125.58258056640625,125.41213989257812,3.9405059814453125
1cze,2.697950601577759,284.2196350097656,283.5584716796875,3.359100341796875
1w1y,4.822564125061035,361.8684387207031,360.0872802734375,6.603729248046875
2kfh,14.510163307189941,70.05174255371094,77.70558166503906,6.8563232421875
3fk1,3.119694232940674,150.7330322265625,150.296142578125,3.55657958984375
3rxl,3.343323230743408,92.01376342773438,91.29151153564453,4.065574645996094
4lnf,3.306060791015625,527.5360107421875,526.6002807617188,4.24176025390625
4lno,3.3148229122161865,1005.0531005859375,1004.1478271484375,4.2200927734375
5foo,4.004405975341797,176.73834228515625,175.6871337890625,5.0556182861328125
5lvd,5.711190700531006,126.4101333618164,125.37004852294922,6.751274108886719
1ajn,3.5350449085235596,284.4896240234375,283.3660583496094,4.658599853515625
1g5f,2.381718873977661,110.56365966796875,109.81678771972656,3.1285934448242188
1o4i,4.7602949142456055,64.29948425292969,64.09127807617188,4.968498229980469
3p1d,2.7761969566345215,71.89339447021484,71.03614807128906,3.6334457397460938
4i8x,3.929859161376953,444.60589599609375,443.4862060546875,5.049560546875
4q7w,3.0131072998046875,118.45520782470703,117.31169891357422,4.1566162109375
4q8y,3.5079548358917236,118.28169250488281,117.2196044921875,4.570045471191406
4ufl,3.4615325927734375,237.93246459960938,237.09689331054688,4.2971038818359375
