WARNING:__main__:[Fri May 14 11:22:10 2021] Imported 1558 chembl targets.
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     3 results for No.    4 target CHEMBL2052032  ; 1557 targets left; Active conunts: 20
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    13 results for No.  133 target CHEMBL3745588  ; 1439 targets left; Active conunts: 23
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  132 target CHEMBL2034806  ; 1438 targets left; Active conunts: 22
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     4 results for No.  139 target CHEMBL4913     ; 1437 targets left; Active conunts: 21
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    33 results for No.  134 target CHEMBL6024     ; 1436 targets left; Active conunts: 20
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    14 results for No.  140 target CHEMBL1075088  ; 1435 targets left; Active conunts: 19
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  101 target CHEMBL4295871  ; 1434 targets left; Active conunts: 18
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  136 target CHEMBL1764938  ; 1433 targets left; Active conunts: 17
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    71 results for No.  120 target CHEMBL1830     ; 1432 targets left; Active conunts: 16
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    31 results for No.  130 target CHEMBL5933     ; 1431 targets left; Active conunts: 15
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    25 results for No.  137 target CHEMBL4404     ; 1430 targets left; Active conunts: 14
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    66 results for No.  129 target CHEMBL3074     ; 1429 targets left; Active conunts: 13
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   135 results for No.  102 target CHEMBL2978     ; 1428 targets left; Active conunts: 12
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   118 results for No.  128 target CHEMBL2095202  ; 1427 targets left; Active conunts: 11
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   178 results for No.  107 target CHEMBL5511     ; 1426 targets left; Active conunts: 10
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   377 results for No.  109 target CHEMBL5122     ; 1425 targets left; Active conunts: 9
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   290 results for No.  138 target CHEMBL4769     ; 1424 targets left; Active conunts: 8
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   384 results for No.  135 target CHEMBL2007628  ; 1423 targets left; Active conunts: 7
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   520 results for No.  106 target CHEMBL1795186  ; 1422 targets left; Active conunts: 6
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   747 results for No.  126 target CHEMBL4123     ; 1421 targets left; Active conunts: 5
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried   885 results for No.  119 target CHEMBL2916     ; 1420 targets left; Active conunts: 4
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried  1346 results for No.  122 target CHEMBL2492     ; 1419 targets left; Active conunts: 3
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    19 results for No.  151 target CHEMBL2079851  ; 1418 targets left; Active conunts: 43
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     2 results for No.  143 target CHEMBL4295614  ; 1417 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     4 results for No.  142 target CHEMBL3286068  ; 1416 targets left; Active conunts: 51
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  145 target CHEMBL4295948  ; 1415 targets left; Active conunts: 50
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    38 results for No.  144 target CHEMBL2331064  ; 1414 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     4 results for No.  159 target CHEMBL6063     ; 1413 targets left; Active conunts: 48
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  147 target CHEMBL1293254  ; 1412 targets left; Active conunts: 47
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    14 results for No.  154 target CHEMBL3309037  ; 1411 targets left; Active conunts: 46
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     1 results for No.  164 target CHEMBL1641353  ; 1410 targets left; Active conunts: 45
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  141 target CHEMBL3580491  ; 1409 targets left; Active conunts: 44
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     7 results for No.  165 target CHEMBL4251     ; 1408 targets left; Active conunts: 43
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  150 target CHEMBL4105819  ; 1407 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    26 results for No.  153 target CHEMBL3179     ; 1406 targets left; Active conunts: 41
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  146 target CHEMBL1975     ; 1405 targets left; Active conunts: 40
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    11 results for No.  156 target CHEMBL6086     ; 1404 targets left; Active conunts: 39
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  157 target CHEMBL3562178  ; 1403 targets left; Active conunts: 38
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  162 target CHEMBL3712898  ; 1402 targets left; Active conunts: 37
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    33 results for No.  158 target CHEMBL3999     ; 1401 targets left; Active conunts: 36
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  155 target CHEMBL1814     ; 1400 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     3 results for No.  169 target CHEMBL3259466  ; 1399 targets left; Active conunts: 34
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  161 target CHEMBL2146345  ; 1398 targets left; Active conunts: 33
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     9 results for No.  171 target CHEMBL4105829  ; 1397 targets left; Active conunts: 32
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    20 results for No.  166 target CHEMBL1075100  ; 1396 targets left; Active conunts: 31
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     3 results for No.  174 target CHEMBL3217375  ; 1395 targets left; Active conunts: 30
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  175 target CHEMBL3826866  ; 1394 targets left; Active conunts: 29
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    28 results for No.  172 target CHEMBL5276     ; 1393 targets left; Active conunts: 28
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     7 results for No.  185 target CHEMBL3300     ; 1392 targets left; Active conunts: 27
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    13 results for No.  181 target CHEMBL2511     ; 1391 targets left; Active conunts: 26
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    12 results for No.  186 target CHEMBL1795144  ; 1390 targets left; Active conunts: 25
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  168 target CHEMBL4296026  ; 1389 targets left; Active conunts: 24
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    22 results for No.  179 target CHEMBL3885801  ; 1388 targets left; Active conunts: 23
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    35 results for No.  178 target CHEMBL4624     ; 1387 targets left; Active conunts: 22
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     3 results for No.  191 target CHEMBL3954     ; 1386 targets left; Active conunts: 21
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  170 target CHEMBL5987     ; 1385 targets left; Active conunts: 20
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     6 results for No.  184 target CHEMBL5542     ; 1384 targets left; Active conunts: 19
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  188 target CHEMBL2363042  ; 1383 targets left; Active conunts: 18
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    45 results for No.  177 target CHEMBL4105941  ; 1382 targets left; Active conunts: 17
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    37 results for No.  187 target CHEMBL3763007  ; 1381 targets left; Active conunts: 16
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   119 results for No.  149 target CHEMBL2573     ; 1380 targets left; Active conunts: 15
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried     0 results for No.  189 target CHEMBL4295645  ; 1379 targets left; Active conunts: 14
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    49 results for No.  182 target CHEMBL2157     ; 1378 targets left; Active conunts: 13
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    62 results for No.  180 target CHEMBL3038484  ; 1377 targets left; Active conunts: 12
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried    51 results for No.  190 target CHEMBL3751647  ; 1376 targets left; Active conunts: 11
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   192 results for No.  152 target CHEMBL3632452  ; 1375 targets left; Active conunts: 10
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   194 results for No.  167 target CHEMBL3200     ; 1374 targets left; Active conunts: 9
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   291 results for No.  148 target CHEMBL3774298  ; 1373 targets left; Active conunts: 8
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   418 results for No.  163 target CHEMBL1806     ; 1372 targets left; Active conunts: 7
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   381 results for No.  183 target CHEMBL4029     ; 1371 targets left; Active conunts: 6
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   462 results for No.  173 target CHEMBL2265     ; 1370 targets left; Active conunts: 5
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried   587 results for No.  176 target CHEMBL1907     ; 1369 targets left; Active conunts: 4
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried  1066 results for No.  160 target CHEMBL1939     ; 1368 targets left; Active conunts: 3
WARNING:__main__:[Fri May 14 11:22:13 2021] Queried 11121 results for No.  113 target CHEMBL217      ; 1367 targets left; Active conunts: 2
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried    17 results for No.  194 target CHEMBL3108634  ; 1366 targets left; Active conunts: 51
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     3 results for No.  193 target CHEMBL4603     ; 1365 targets left; Active conunts: 51
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     7 results for No.  196 target CHEMBL2069164  ; 1364 targets left; Active conunts: 50
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     4 results for No.  202 target CHEMBL5733     ; 1363 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     0 results for No.  203 target CHEMBL2146299  ; 1362 targets left; Active conunts: 48
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     1 results for No.  201 target CHEMBL3813590  ; 1361 targets left; Active conunts: 47
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried    35 results for No.  199 target CHEMBL2176852  ; 1360 targets left; Active conunts: 46
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     1 results for No.  215 target CHEMBL3621037  ; 1359 targets left; Active conunts: 45
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     6 results for No.  207 target CHEMBL1250350  ; 1358 targets left; Active conunts: 44
WARNING:__main__:[Fri May 14 11:22:14 2021] Queried     1 results for No.  208 target CHEMBL2366484  ; 1357 targets left; Active conunts: 43
